program,field_interest,team_responsible,start_work,design_something,work_partof,on_project,care_most,eavesdrop,working_with
Mechatronics Engineering,Manufacturing,The CN Tower,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",People
Mechatronics Engineering,Software Development,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Mechatronics Engineering,Research,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Mechatronics Engineering,Research,The Robot,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Mechatronics Engineering,Research,The Robot,Work for a large corporation,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Machinery
Mechatronics Engineering,Software Development,The Robot,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Mechatronics Engineering,Research,The Robot,Work for a small company,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Environment,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Mechatronics Engineering,Research,The Robot,Work in a start up,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
Mechatronics Engineering,Software Development,The Robot,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Mechatronics Engineering,Manufacturing,The Robot,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers
